번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자
90,청풍호반낚시터,기타,,충청북도 제천시 청풍면 용곡리 411번지 외9필지,36.9878972,128.1146338,,3700,향어+붕어+잉어,18,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
91,물태리낚시터,기타,,충청북도 제천시 청풍면 물태리 산 24-3,36.99213167,128.1679697,,9400,향어+붕어+잉어,14,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
92,단리낚시터,기타,,충청북도 제천시 청풍면 단리 245번지 외 6필지,36.9822596,128.144141,,3540,향어+붕어+잉어,10,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
93,단돈낚시터,기타,,충청북도 제천시 청풍면 단돈리 산7-1번지 외12필지,37.0394019,128.110997,,9500,향어+붕어+잉어,14,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
94,신리낚시터,기타,,충청북도 제천시 청풍면 신리 233-1번지 외 14필지,36.995289,128.152191,,16250,향어+붕어+잉어,31,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
95,대류한버들낚시터,기타,충청북도 제천시 청풍면 대류리 90번지 외 27필지,충청북도 제천시 청풍면 대류리 90번지,36.993111,128.142743,,15900,향어+붕어+잉어,40,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
96,명암낚시터,저수지,충청북도 제천시 봉양읍 명암로 243,충청북도 제천시 봉양읍 명도리 85-2,37.1675804,128.126267,,62986,향어+붕어+잉어,157,고정형,40000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
97,덕곡낚시터,기타,충청북도 제천시 한수면 봉화재11길 24-41,충청북도 제천시 한수면 덕곡리 632-3,36.945013,128.111496,,6250,향어+붕어+잉어,32,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
98,호반낚시터,기타,충청북도 제천시 한수면 봉화재길 819-2,충청북도 제천시 한수면 서창리 110,36.9517671,128.111061,,4850,향어+붕어+잉어,22,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
99,용곡낚시터,기타,,충청북도 제천시 청풍면 용곡리 361번지 외8필지,36.9878972,128.1146338,,5100,향어+붕어+잉어,33,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
100,실리곡낚시터,기타,,충청북도 제천시 청풍면 실리곡리 산7-1번지 외 8필지,36.975227,128.172761,,4900,향어+붕어+잉어,27,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
101,후산낚시터,기타,,충청북도 제천시 청풍면 후산리 154번지 외 31필지,37.0296435,128.1225532,,18100,향어+붕어+잉어,29,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
102,오산낚시터,기타,,충청북도 제천시 청풍면 오산리 209-1번지 외 17필지,37.005337,128.090962,,11500,향어+붕어+잉어,30,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
103,선고낚시터,저수지,충청북도 제천시 약초로16길 65,충청북도 제천시 덕산면 선고리 583,36.890815,128.195143,,40467,향어+붕어+잉어,44,고정형,40000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
104,연론낚시터,기타,,충청북도 제천시 연론리 573-2번지 외 28필지,36.974681,128.127429,,18850,향어+붕어+잉어,94,고정형,70000,,구명부환+구명조끼+소화기,화장실+세면소,,,제천시,2024-08-08
105,사계지낚시터,저수지,충청북도 음성군 금왕읍 보습길 77,,37.020711,127.551423,,5.2,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
106,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20
107,마이제낚시터,저수지,충청북도 음성군 삼성면 덕정로65번길 102,,37.027938,127.494112,,12.3,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
108,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
109,중부낚시터,저수지,충청북도 음성군 삼성면 용성로5번길 86-24,,37.001845,127.47583,,5,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
110,삼성지낚시터,저수지,충청북도 음성군 삼성면 금일로 1064-6,,37.026576,127.484692,,22.4,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
111,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
112,차평낚시터,저수지,충청북도 음성군 생극면 차생로 618-20,,37.049326,127.622166,,10.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
113,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
114,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,,2.2,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
115,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,,0.3,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
116,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,4.3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20
117,감곡낚시터,저수지,충청북도 음성군 감곡면 감노로 67-18,,37.076491,127.627197,,27.4,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
118,용대리낚시터,저수지,충청북도 음성군 삼성면 덕호로 360,,37.044544,127.514314,,4.11,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
119,제수리낚시터,저수지,충청북도 음성군 금왕읍 금일로284번길 100-4,,37.010817,127.554459,,1.8,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
120,생극낚시터,기타,충청북도 음성군 생극면 오신로 399-16,,37.025839,127.623314,,0.1,붕어,70,해당없음,55000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
121,복상골낚시터,평지,충청북도 음성군 감곡면 사곡길 279,,37.095607,127.669018,,0.3,붕어,50,해당없음,40000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
122,큰손낚시카페,기타,충청북도 음성군 맹동면 원중로 1434(2층),,36.90955,127.541023,,0.07,붕어,30,해당없음,9000 ~ 10000/시간,관리실 문의,소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
123,극동낚시터,저수지,충청북도 음성군 감곡면 성주로 362-17,,37.14878,127.64593,,1.66,붕어,100,해당없음,30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
124,힐링낚시터,기타,충청북도 음성군 맹동면 대하2가길 11(지하1층),,36.908066,127.54274,,0.04,붕어,30,해당없음,5000~7000,관리실 문의,소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
125,큰손낚시카페,기타,충청북도 음성군 맹동면 원중로 1434(2층),,36.90955,127.541023,,0.07,붕어,30,해당없음,5000~7000,관리실 문의,소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
126,복상골낚시터,평지,충청북도 음성군 감곡면 사곡길 279,,37.095607,127.669018,043-882-7066,0.3,붕어,50,고정형,30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
127,생극낚시터,기타,충청북도 음성군 생극면 오신로 399-16,,37.025839,127.623314,043-878-2594,0.1,붕어,70,해당없음,50000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
128,제수리낚시터,저수지,충청북도 음성군 금왕읍 금일로284번길 100-4,,37.010817,127.554459,,1.8,붕어,60,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
129,용대리낚시터,저수지,충청북도 음성군 삼성면 덕호로 360,,37.044544,127.514314,,4.11,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
130,감곡낚시터,저수지,충청북도 음성군 감곡면 감노로 67-18,,37.076491,127.627197,043-878-0789,27.6,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
131,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20
132,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,043-881-9181,0.3,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
133,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,043-877-6787,2.2,붕어,70,"고정형, 수상형",10000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
134,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20
135,차평낚시터,저수지,충청북도 음성군 생극면 차생로 618-20,,37.049326,127.622166,043-877-2178,10.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
136,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
137,양덕낚시터,저수지,충청북도 음성군 삼성면 금일로 1064-6,,37.026576,127.484692,,5.2,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
138,중부낚시터,저수지,충청북도 음성군 삼성면 용성로5번길 86-24,,37.001845,127.47583,,5,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
139,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
140,마이제낚시터,저수지,충청북도 음성군 삼성면 덕정로65번길 102,,37.027938,127.494112,,12.3,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
141,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20
142,사계지낚시터,저수지,충청북도 음성군 금왕읍 보습길 77,,37.020711,127.551423,043-878-8819,5.2,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
143,내곡낚시터,저수지,충청북도 음성군 금왕읍 마루택길29번길 63,,37.01744,127.53839,,16.5,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
144,백야낚시터,저수지,충청북도 음성군 금왕읍 백야로 320,,39.967806,127.603211,,44.6,붕어,70,"고정형, 수상형","15,000~20000",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20
